round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
107,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,530,540
108,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,540,540
109,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,540,550
110,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,550,550
111,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,550,560
112,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,560,560
113,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,560,570
114,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,570,570
115,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,570,580
116,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,580,580
117,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,580,590
118,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,590,590
119,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,590,600
120,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,600,600
121,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,600,610
122,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,610,610
123,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,610,620
124,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,620,620
125,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,620,630
126,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,630,630
